"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Gaming as extramural English L2 learning and L2 proficiency among young learners","https://scispace.com/paper/gaming-as-extramural-english-l2-learning-and-l2-proficiency-1oob8bmiyi","2012","Journal Article","ReCALL","Liss Kerstin Sylvén
Pia Sundqvist","10.1017/S095834401200016X","https://www.academia.edu/download/87053994/sylv_n_sundqvist_2012_recall_gaming_pdf_41236.pdf","… through interaction on general L2 proficiency and vocabulary … However, quantitative exploration of our questionnaire data … test that was based on the validated levels tests available at …","Today, playing digital games is an important part of many young people's everyday lives. Claims have been made that certain games, in particular massively multiplayer online role-playing games (MMORPGs) provide L2 English learners with a linguistically rich and cognitively challenging virtual environment that may be conducive to L2 learning, as learners get ample opportunities for L2 input and scaffolded interaction in the L2. In this paper, we present empirical evidence that L2 English proficiency correlates with the frequency of gaming and types of games played. We base our observation on a study among young L2 English learners (N = 86, aged 11-12, Sweden). Data were collected through a questionnaire, a language diary, and three proficiency tests. The questionnaire provided demographic background information but was also targeted at measuring extramural English habits, i.e., learners' out-of-school contact with English (cf. Sundqvist, 2009 ). The diary measured how much time the learners spent on seven predetermined extramural English activities during one week, while the tests measured their achieved L2 proficiency regarding reading and listening comprehension, and vocabulary. Previous research among learners aged 15-16 (Sundqvist, 2009 ) showed positive correlations between playing digital games and L2 proficiency, in particular with regard to vocabulary, and also identified gender-related differences regarding vocabulary (boys outperformed girls) as well as the frequency of gaming and types of games played. These results were corroborated in the present study. A clear pattern emerged from our data: frequent gamers (A¢Â‰Â¥ 5 hours/week) outperformed moderate gamers who, in turn, outperformed non-gamers. Background variables could not explain the between-group differences. Even though the boys might have been more proficient or apt than the girls a priori and, therefore, chose to engage more in L2 gaming, the findings suggest that playing digital games at an early age can be important for L2 acquisition."
"Structure and strategy in learning to talk","https://scispace.com/paper/structure-and-strategy-in-learning-to-talk-412vrgre4h","1973","Journal Article","Monographs of The Society for Research in Child Development","Katherine Nelson","10.2307/1165788","","… interaction model of the language-learning process. The first 50 … Both affect the quantitative analysis of the data. Different … the vocabulary analysis here only words produced by the child …",""
"The language exposure assessment tool: Quantifying language exposure in infants and children","https://scispace.com/paper/the-language-exposure-assessment-tool-quantifying-language-38xbyc3hg8","2016","Journal Article","Journal of Speech Language and Hearing Research","Stephanie DeAnda
Stephanie DeAnda
Laura Bosch
Diane Poulin-Dubois
Pascal Eric Zesiger
Margaret Friend","10.1044/2016_JSLHR-L-15-0234","https://pmc.ncbi.nlm.nih.gov/articles/PMC5399762/pdf/JSLHR-59-1346.pdf","… how they related to children's vocabulary size and grammatical … “Has Person A's interaction with your child been consistent in … of the LEAT, we assessed its four quantitative measures of …","Purpose The aim of this study was to develop the Language Exposure Assessment Tool (LEAT) and to examine its cross-linguistic validity, reliability, and utility. The LEAT is a computerized intervie..."
"Interactive word walls: More than just reading the writing on the walls","https://scispace.com/paper/interactive-word-walls-more-than-just-reading-the-writing-on-37aeljc5r9","2009","Journal Article","Journal of Adolescent & Adult Literacy","Janis M. Harmon
Karen D. Wood
Wanda B. Hedrick
Jean Vintinner
Terri Willeford","10.1598/JAAL.52.5.4","https://www.academia.edu/download/43834712/Interactive_Word_Walls_More_Than_Just_Re20160317-8532-1mhvfzz.pdf","… Quantitative data sources included the vocabulary portion of the Group Reading Assessment and Diagnostic Evaluation … six weekly teacher-developed tests containing two parts: writing …","This article reports on a study and subsequent vocabulary instructional framework involving middle school students' knowledge of word walls and the efficacy of this instructional tool for improving vocabulary knowledge at these grade levels. We investigated middle school students' perspectives and understanding of word walls by conducting individual interviews with 44 seventh-grade students in a suburban middle school. Then we developed an interactive instructional framework to accompany the word wall, which combined collaborative learning and student choice with research-based vocabulary practices. Working in groups, students made contextual connections with the words using colors and symbols and then presented their representations to the class. After the six-week intervention, our observations, along with the post-interviews with the students, revealed that the interactive word wall instructional framework is an engaging and valuable means of learning and retaining vocabulary and concepts for middle school students.

تنقل هذه المقالة خبرا عن دراسة ثم إطار تعليم المفردات الذي تشمل فيه معرفة طلاب المدرسة الاعدادية ببرنامج اسمه حوائط الكلام وفعالية هذه الأداة التعليمية في تحسين معرفة المفردات في هذه المراحل. لقد استقصينا وجهات نظر طلاب المدرسة الإعدادية ومعرفتهم بحوائط الكلام من خلال إجراء مقابلات انفرادية مع 44 طالبا في الصف السابع من مدرسة إعدادية واقعة في ضاحية ما ثمة طورنا إطارا تعليميا تفاعليا ليصاحب حائط الكلام الذي جمع التعلم التعاوني واختيار الطالب مع ممارسات تعليم المفردات المبنية على الأبحاث. جعل الطلاب روابط سياقية عندما كانوا يعملون في مجموعات بالكلمات مستخدمين ألوان ورموز ومن ثم قدموا صورهم إلى الصف. وبعد ستة أسابيع من التدخل تبين ملاحظاتنا والمقابلات مع الطلاب التي أجريت بعد التجربة أن الإطار التعليمي لحائط الكلام التفاعلي هو وسيلة شيقة وقيمة لتعلم المفردات وحفظها ومفاهيمها لطلاب المدرسة الإعدادية.

本文报告一项字汇教学的研究及从中发展出来的教学框架。是项研究考查初中学生对字汇墙的认识，及使用字汇墙这教学方法在改善初中各年级学生字汇认识方面的效能。我们在一所市郊的初中学校里，以44名七年级学生为个别访谈对象，调查他们对字汇墙的看法与理解。我们其后发展出一个使用字汇墙的互动式教学框架，该框架结合了协作式学习、学生选择，和基于研究的字汇教学实践。在分组学习中，学生利用颜色与符号建构出字汇之间的语境联系，并向全班说明他們这些颜色与符号所代表的联系。经过六星期的干预，我们的观察及与学生事后访谈的结果，均显示这个互动式的字汇墙教学框架，对于初中学生在字汇和概念的习得来说，是一个投入学习的方法，也是一个很值得采用的学习方法。

Cet article rend compte d'une etude et de la structure d'enseignement du vocabulaire qui en resulte concernant la connaissance du mot murs par des eleves de college, et de l'efficacite de cet outil pedagogique pour ameliorer la connaissance du vocabulaire a ce niveau scolaire. Nous avons examine les facons de voir et la comprehension du mot murs en effectuant des entretiens individuels avec 44 eleves de septieme annee (classe de 6eme) dans un college de banlieue. Nous avons developpe ensuite une structure pedagogique interactive pour accompagner le mot mur qui combinait apprentissage collaboratif et choix de l'eleve avec des pratiques de vocabulaire basees sur la recherche. Travaillant en groupe, les eleves ont fait des liens contextuels avec des mots faisant appel a des couleurs et a des symboles et ont presente leurs representations a la classe. A l'issue d'une intervention de six semaines, nos observations, ainsi que les entretiens apres-coup avec des eleves, ont montre que le dispositif pedagogique interactif du mot mur est un moyen impliquant et valorisant pour apprendre et retenir du vocabulaire et des concepts avec des enfants de college.

В статье идет речь об исследовании, посвященном эффективности “стены слов”, и о разработанной на основе этого исследования базовой схеме для расширения словарного запаса учащихся среднего школьного возраста. В пригороде (район проживания среднего класса – прим. пер.) были опрошены 44 семиклассника – об их отношении к “стене слов” и понимании принципов ее действия. Интерактивная базовая схема сочетает в себе “стену слов”, совместное обучение, свободный выбор учащимися изучаемой лексики и научно-обоснованные методы расширения словарного запаса. Группы учеников устанавливали контекстуальные связи между словами, используя цвета и символы, а затем делали презентацию для всего класса. После шести недель работы в таком формате были проведены наблюдения и дополнительные интервью с учениками. Оказалось, что предлагаемая на основе “стены слов” базовая схема – занимательный и ценный инструмент накопления лексики и расширения понятийной базы для учащихся средних классов.

Este articulo trata sobre un estudio y un marco de instruccion de vocabulario subsiguiente que tiene que ver con el conocimiento de paredes de palabras de los alumnos de una escuela intermedia y la eficacia de este instrumento de instruccion para el mejoramiento del conocimiento de vocabulario a estos niveles. Investigamos las perspectivas y la comprension de las paredes de palabras de los alumnos de grados intermedios entrevistando individualmente a 44 alumnos de septimo grado en una escuela en los suburbios. Entonces desarrollamos un marco de instruccion interactivo para acompanar la pared de palabras combinando el aprendizaje cooperativo y las selecciones de los alumnos con practicas de vocabulario basadas en la investigacion. Trabajando en grupos, los alumnos hicieron conexiones contextuales con las palabras usando colores y simbolos, y luego le presentaron sus representaciones a la clase. Despues de esta intervencion que duro seis semanas, nuestras observaciones, junto con las entrevistas finales a los alumnos, revelaron que el marco de instruccion de la pared de palabras interactiva es un metodo atractivo y valioso de aprendizaje y retencion de vocabulario para alumnos de escuela intermedia."
"Deepening kindergarteners' science vocabulary: A design study","https://scispace.com/paper/deepening-kindergarteners-science-vocabulary-a-design-study-2t5rtzur93","2016","Journal Article","Journal of Educational Research","Allison Ward Parsons
Camille Bryant","10.1080/00220671.2014.968913","https://www.researchgate.net/profile/Camille-Bryant/publication/301598892_Deepening_kindergarteners%27_science_vocabulary_A_design_study/links/573bb78608ae298602e45b03/Deepening-kindergarteners-science-vocabulary-A-design-study.pdf","… were used to measure quantitative growth over each cycle. … Each teacher was observed twice weekly and data was … for the interaction follow-up when simple effect tests were utilized (.05…","Early, effective instruction to introduce both science vocabulary and general academic language may help children build a strong conceptual and linguistic foundation for later instruction. In this study, a design research intervention was employed to expose children to a variety of interrelated science content words to increase both the breadth and the depth of their vocabularies. This 8-week intervention targeted specific science content vocabulary development through adapting teachers' practices to include use of three instructional techniques: Teachers interactively read aloud information books, engaged students in conversation, and provided hands-on science activity centers. Results demonstrated that children deepened their understanding of the targeted vocabulary words."
"Children's learning strategy use and the effects of strategy instruction on success in learning ESL in Canada","https://scispace.com/paper/children-s-learning-strategy-use-and-the-effects-of-strategy-33aydd0zbq","2014","Journal Article","System","Pamela Gunning
Rebecca L. Oxford","10.1016/J.SYSTEM.2013.12.012","","… instruction and use on success on oral interaction tasks among sixth graders (n = … interaction from pre- to post-test and outperformed the control group. Qualitative and quantitative data…",""
"Variability in early communicative development","https://scispace.com/paper/variability-in-early-communicative-development-2rks2kp8q9","1995","Book","","Larry Fenson
Philip S. Dale
J S Reznick
Elizabeth Bates
Donna J. Thal
Steve Pethick","","","… development for language-impaired children but accelerated … vocabulary totals as an index of a given child's vocabulary … that yield parametric quantitative information about growth and …","Data from parent reports on 1,803 children--derived from a normative study of the MacArthur Communicative Development Inventories (CDIs)--are used to describe the typical course and the extent of variability in major features of communicative development between 8 and 30 months of age. The two instruments, one designed for 8-16-month-old infants, the other for 16-30-month-old toddlers, are both reliable and valid, confirming the value of parent reports that are based on contemporary behavior and a recognition format. Growth trends are described for children scoring at the 10th-, 25th-, 50th-, 75th-, and 90th-percentile levels on receptive and expressive vocabulary, actions and gestures, and a number of aspects of morphology and syntax. Extensive variability exists in the rate of lexical, gestural, and grammatical development. The wide variability across children in the time of onset and course of acquisition of these skills challenges the meaningfulness of the concept of the modal child. At the same time, moderate to high intercorrelations are found among the different skills both concurrently and predictively (across a 6-month period). Sex differences consistently favor females; however, these are very small, typically accounting for 1%-2% of the variance. The effects of SES and birth order are even smaller within this age range. The inventories offer objective criteria for defining typicality and exceptionality, and their cost effectiveness facilitates the aggregation of large data sets needed to address many issues of contemporary theoretical interest. The present data also offer unusually detailed information on the course of development of individual lexical, gestural, and grammatical items and features. Adaptations of the CDIs to other languages have opened new possibilities for cross-linguistic explorations of sequence, rate, and variability of communicative development."
"Screen media exposure and young children's vocabulary learning and development: A meta-analysis","https://scispace.com/paper/screen-media-exposure-and-young-children-s-vocabulary-18qxftw4","2023","Journal Article","Child Development","Mengguo Jing
Heather L. Kirkorian
Marie-Louise Mares","10.1111/cdev.13927","https://academic.oup.com/chidev/article-pdf/94/5/1398/64280702/cdev13927.pdf","… that children acquire vocabulary by observation, interaction, … or a more gradual, quantitative increase across infancy and … to assess children's receptive or expressive vocabulary. The …","This meta-analysis synthesizes research on media use in early childhood (0-6 years), word-learning, and vocabulary size. Multi-level analyses included 266 effect sizes from 63 studies (Ntotal  = 11,413) published between 1988-2022. Among samples with information about race/ethnicity (51%) and sex/gender (73%), most were majority White/Non-Hispanic and between 40%-60% female. Analyses revealed a small overall positive relation between screen media exposure and vocabulary (r = .23). Experimental studies yielded a small-to-medium effect (r = .30), with stronger effects for e-books than TV/video or games/apps, and non-significant effects for video chat. In correlational studies, there was no overall association between vocabulary size and naturalistic media exposure (r = .07), with the exception of naturalistic exposure to educational media (r = .17)."
"The course of children's naming errors in early word learning","https://scispace.com/paper/the-course-of-children-s-naming-errors-in-early-word-36pi1zc3g0","2001","Journal Article","Journal of Cognition and Development","Lisa Gershkoff-Stowe","10.1207/S15327647JCD0202_2","","… then as productive vocabulary growth began to accelerate, they made … to assess children’s errors before the onset of accelerated … ’s overregularization of English plurals: A quantitative …","Young children sometimes use 1 word in the place of another when attempting to name an object. Previous research has suggested several reasons why children may call an object by another name, including faulty hypothesis testing concerning the meaning of words, limitations in vocabulary size, and difficulties in retrieving the desired word from lexical memory. This study examined children's object naming in a longitudinal design. Ten children were tested at regular intervals from 16 to 24 months of age. Two tasks were presented: a picture book task used to elicit naming errors of known objects and a novel object task used to elicit word extensions to unknown referents. The results indicate that children are particularly prone to substitute 1 word for another during a narrow band of time, when they have between 50 and 150 words in their productive vocabularies. Moreover, the specific nature of the word substitutions suggests that they derive from common processes involving the activation and retrieval of wo..."
"Teaching young nonverbal children with autism useful speech: A pilot study of the Denver model and PROMPT interventions","https://scispace.com/paper/teaching-young-nonverbal-children-with-autism-useful-speech-31oxiisc95","2006","Journal Article","Journal of Autism and Developmental Disorders","Sally J. Rogers
Deborah Hayden
Susan Hepburn
Renee Charlifue-Smith
Terry Hall
Athena Hayes","10.1007/S10803-006-0142-X","https://escholarship.org/content/qt3xf7w6b8/qt3xf7w6b8.pdf","… described significant accelerations in developmental rates of children … and activities, and data (both quantitative and qualitative). … an increase in vocabulary size to 145 words. Clinicians’ …","This single subject design study examined two models of intervention: Denver Model (which merges behavioral, developmental, and relationship-oriented intervention), and PROMPT (a neuro-developmental approach for speech production disorders) Ten young, nonverbal children with autism were matched in pairs and randomized to treatment They received 12 1-h weekly sessions of therapy and daily 1-h home intervention delivered by parents Fidelity criteria were maintained throughout Eight of the ten children used five or more novel, functional words spontaneously and spoke multiple times per hour by the conclusion of treatment There were no differences in acquired language skills by intervention group Initial characteristics of the best responders were mild to moderate symptoms of autism, better motor imitation skills, and emerging joint attention skills"
