"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Distributions of the perceptual switches associated with viewing ambiguous stimuli","https://scispace.com/paper/9UQx9cUQKFsJ","","","","G Hamilton
K Roberts
L Taylor
P Goddard","","https://repository.lincoln.ac.uk/articles/conference_contribution/Distributions_of_the_perceptual_switches_associated_with_viewing_ambiguous_stimuli/25175549/2/files/44458058.pdf","… physical contrast and perceived contrast independently by … , extrapolating to the psychophysical threshold. Signal-to-… of a feature and the perceptual learning mechanism that enables its …",""
"Make use of Mooney images to distinguish between machines and humans","https://scispace.com/paper/rgv9Nkuw314J","","","","J Li
H Wei","","https://escholarship.org/content/qt33m2b8sw/qt33m2b8sw_noSplash_bbe7e10b8f0d14c0d1d1a203fe69bd17.pdf","… Compared to natural images, we perceive MIs relying more on the … The discrete speckles increase the difficulty of perceptual … a uniform threshold for all images, inappropriate threshold …",""
"MooneyMaker: A Python package to create ambiguous two-tone images","https://scispace.com/paper/mFNcAbf2W_wJ","","","","LC Reining
T Matthies
L Haussner
R Turon","","https://arxiv.org/pdf/2601.14077","… for studying visual perception. An ideal … new Mooney image generation techniques that optimize over both the amount of smoothing and the selected threshold to create Mooney images …",""
"Neural and computational mechanisms underlying one-shot perceptual learning in humans","https://scispace.com/paper/neural-and-computational-mechanisms-underlying-one-shot-91seza0elw6h","2025","Journal Article","bioRxiv","Ayaka Hachisuka
Jonathan Shor
X. Liu
Daniel Friedman
Patricia Dugan
Ignacio Saez
Fedor E. Panov
Yao Wang
Werner Doyle
Orrin Devinsky
Eric Oermann
Biyu J. He","10.1101/2025.05.09.635727","https://www.nature.com/articles/s41467-026-68711-x.pdf","… psychophysics, we manipulated the prior-inducing image and … the post-Mooney phase compared to the pre-Mooney phase. … in humans, allowing us to modify how we perceive the world …",""
"The strength of the interaction between fine and coarse scales in motion discrimination is size tuned","https://scispace.com/paper/xZ3aI9VI83YJ","","","","S Arranz Paraíso
F Prados-Rodríguez","","https://docta.ucm.es/bitstreams/e03dad59-5826-47f9-98b0-6b6ead785f94/download","… This posterior is then thought to inform both our perceptual … threshold between the different levels of tactilely perceived … on Mooney stimuli, which are face images thresholded to binary …",""
"Unconsciously elicited perceptual prior","https://scispace.com/paper/unconsciously-elicited-perceptual-prior-4i9ucmdrhs","2016","Journal Article","Neuroscience of Consciousness","Raymond Chuen-Chung Chang
Alexis T. Baria
Matthew W Flounders
Biyu J. He","10.1093/NC/NIW008","https://academic.oup.com/nc/article-pdf/2016/1/niw008/25445601/niw008.pdf","… the threshold SOA for masking the gray-scale image to be 67 … -tests between Mooney image subjective recognition rates in … perception and recognition of a different but related image. …","Increasing evidence over the past decade suggests that vision is not simply a passive, feed-forward process in which cortical areas relay progressively more abstract information to those higher up in the visual hierarchy, but rather an inferential process with top-down processes actively guiding and shaping perception. However, one major question that persists is whether such processes can be influenced by unconsciously perceived stimuli. Recent psychophysics and neuroimaging studies have revealed that while consciously perceived stimuli elicit stronger responses in higher visual and frontoparietal areas than those that fail to reach conscious awareness, the latter can still drive high-level brain and behavioral responses. We investigated whether unconscious processing of a masked natural image could facilitate subsequent conscious recognition of its degraded counterpart (a black-and-white “Mooney” image) presented many seconds later. We found that this is indeed the case, suggesting that conscious vision may be influenced by priors established by unconscious processing of a fleeting image."
"Incomplete figure perception and invisible masking","https://scispace.com/paper/incomplete-figure-perception-and-invisible-masking-e1tr2ul7l5","2006","Journal Article","Perception","V. N. Chikhman
Yuri Shelepin
Nigel Foreman
Aleksey Merkuljev
Pronin Sv","10.1068/P5366","","… of Gollin images prior to, and at, recognition threshold. Such … of the perceptual processes that contribute to correct identification, … for the study of perceptual learning, which takes place …","The Gollin test (measuring recognition thresholds for fragmented line drawings of everyday objects and animals) has traditionally been regarded as a test of incomplete figure perception or 'closure', though there is a debate about how such closure is achieved. Here, figural incompleteness is considered to be the result of masking, such that absence of contour elements of a fragmented figure is the result of the influence of an 'invisible' mask. It is as though the figure is partly obscured by a mask having parameters identical to those of the background. This mask is 'invisible' only consciously, but for the early stages of visual processing it is real and has properties of multiplicative noise. Incomplete Gollin figures were modeled as the figure covered by the mask with randomly distributed transparent and opaque patches. We adjusted the statistical characteristics of the contour image and empty noise patches and processed those using spatial and spatial-frequency measures. Across 73 figures, despite inter-subject variability, mean recognition threshold was always approximately 15% of total contour in naive observers. Recognition worsened with increasing spectral similarity between the figure and the 'invisible' mask. Near threshold, the spectrum of the fragmented image was equally similar to that of the 'invisible' mask and complete image. The correlation between spectral parameters of figures at threshold and complete figures was greatest for figures that were most easily recognised. Across test sessions, thresholds reduced when either figure or mask parameters were familiar. We argue that recognition thresholds for Gollin stimuli in part reflect the extraction of signal from noise."
"A gradient of sharpening effects by perceptual prior across the human cortical hierarchy","https://scispace.com/paper/a-gradient-of-sharpening-effects-by-perceptual-prior-across-2l3wig6h26","2021","Journal Article","The Journal of Neuroscience","Carlos González-García
Biyu J. He","10.1523/JNEUROSCI.2023-20.2020","https://www.jneurosci.org/content/jneuro/41/1/167.full.pdf","… Here, using a dramatic one-shot perceptual learning paradigm… Threshold level and filter size were initially set at the median … that the Mooney image was difficult to recognize without first …","Prior knowledge profoundly influences perceptual processing. Previous studies have revealed consistent suppression of predicted stimulus information in sensory areas, but how prior knowledge modulates processing higher up in the cortical hierarchy remains poorly understood. In addition, the mechanism leading to suppression of predicted sensory information remains unclear, and studies thus far have revealed a mixed pattern of results in support of either the ""sharpening"" or ""dampening"" model. Here, using 7T fMRI in humans (both sexes), we observed that prior knowledge acquired from fast, one-shot perceptual learning sharpens neural representation throughout the ventral visual stream, generating suppressed sensory responses. In contrast, the frontoparietal and default mode networks exhibit similar sharpening of content-specific neural representation, but in the context of unchanged and enhanced activity magnitudes, respectively: a pattern we refer to as ""selective enhancement."" Together, these results reveal a heretofore unknown macroscopic gradient of prior knowledge's sharpening effect on neural representations across the cortical hierarchy.SIGNIFICANCE STATEMENT A fundamental question in neuroscience is how prior knowledge shapes perceptual processing. Perception is constantly informed by internal priors in the brain acquired from past experiences, but the neural mechanisms underlying this process are poorly understood. To date, research on this question has focused on early visual regions, reporting a consistent downregulation when predicted stimuli are encountered. Here, using a dramatic one-shot perceptual learning paradigm, we observed that prior knowledge results in sharper neural representations across the cortical hierarchy of the human brain through a gradient of mechanisms. In visual regions, neural responses tuned away from internal predictions are suppressed. In frontoparietal regions, neural activity consistent with priors is selectively enhanced. These results deepen our understanding of how prior knowledge informs perception."
"Is the N170 for faces cognitively penetrable? Evidence from repetition priming of Mooney faces of familiar and unfamiliar persons","https://scispace.com/paper/is-the-n170-for-faces-cognitively-penetrable-evidence-from-2515ddl0dl","2003","Journal Article","Cognitive Brain Research","Boutheina Jemel
Michèle Pisani
Marco Calabria
Marc Crommelinck
Raymond Bruyer","10.1016/S0926-6410(03)00145-9","","… to Mooney faces. In the present experiment, we sought to demonstrate that enhancement in the perceptual encoding of Mooney … the recognition of familiar faces in Mooney images; this …",""
"Visual crowding: A fundamental limit on conscious perception and object recognition","https://scispace.com/paper/visual-crowding-a-fundamental-limit-on-conscious-perception-58qjhaiqrx","2011","Journal Article","Trends in Cognitive Sciences","David Whitney
Dennis M. Levi
Dennis M. Levi","10.1016/J.TICS.2011.02.005","https://pmc.ncbi.nlm.nih.gov/articles/PMC3070834/pdf/nihms-276098.pdf","… , orientation perception is characterized by strong perceptual … signals (making different stimuli pop out). Assimilation and … in crowding also occurs between Mooney (two-tone) faces [13], …",""
